break_id,client_id,client_name,security_id,ticker,security_name,break_date,source_system,internal_system,source_quantity,internal_quantity,break_quantity,break_value_inr,break_pct,severity,rag_status,status,region,asset_class,sector,raised_date,sla_hours,sla_breached,assigned_to,root_cause
BRK-0103,CLT0010,Abu Dhabi Investment Auth,INE020B01018,NTPC,NTPC Ltd,2025-04-26,Broker Confirm,Charles River,58808,66733,7925,2853000,13.476,High,Red,Resolved,EMEA,Equity,Utilities,2025-04-26,48,False,Escalation Desk,Manual Entry Error
BRK-0104,CLT0001,Tata Investment Corp,INE075A01022,WIPRO,Wipro Ltd,2024-06-20,Bloomberg AIM,Charles River,46105,46377,272,141440,0.592,Low,Green,In Progress,APAC,Equity,IT,2024-06-20,4,True,Data Ops Team,System Sync Delay
BRK-0105,CLT0001,Tata Investment Corp,INE075A01022,WIPRO,Wipro Ltd,2024-12-14,Bloomberg AIM,In-house,16452,16137,315,163800,1.912,Low,Green,Resolved,APAC,Equity,IT,2024-12-14,48,True,Data Ops Team,Manual Entry Error
BRK-0106,CLT0004,HDFC Pension Fund,INE075A01022,WIPRO,Wipro Ltd,2024-12-29,Custodian Report,Simcorp,20617,17674,2943,1530360,14.274,High,Red,Open,APAC,Equity,IT,2024-12-29,8,False,Data Ops Team,Manual Entry Error
BRK-0107,CLT0012,Vanguard Emerging Markets,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-08-15,Custodian Report,Charles River,63746,69431,5685,9209700,8.919,High,Red,Open,Americas,Equity,Banking,2024-08-15,24,True,Recon Team,Price Variance
BRK-0108,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,2024-10-13,Broker Confirm,In-house,18069,17981,88,68640,0.487,Low,Green,Open,APAC,Equity,Banking,2024-10-13,8,False,Data Ops Team,Price Variance
BRK-0109,CLT0012,Vanguard Emerging Markets,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-01-19,Broker Confirm,Simcorp,62571,62135,436,3095600,0.696,Low,Green,Open,Americas,Equity,NBFC,2025-01-19,48,False,Escalation Desk,Trade Timing
BRK-0110,CLT0005,Kotak Mahindra AMC,INE467B01029,TCS,Tata Consultancy Services,2024-11-04,Broker Confirm,In-house,92759,88166,4593,18004560,4.951,Medium,Amber,Open,APAC,Equity,IT,2024-11-04,24,False,Recon Team,System Sync Delay
BRK-0111,CLT0008,Nippon India MF,INE467B01029,TCS,Tata Consultancy Services,2024-08-27,Custodian Report,Charles River,89669,85277,4392,17216640,4.897,Medium,Amber,Resolved,APAC,Equity,IT,2024-08-27,48,False,Data Ops Team,Manual Entry Error
BRK-0112,CLT0011,BlackRock India Fund,INE001A01036,SBIN,State Bank of India,2024-11-19,Bloomberg AIM,Charles River,4869,4198,671,523380,13.781,High,Red,Open,Americas,Equity,Banking,2024-11-19,48,True,Data Ops Team,System Sync Delay
BRK-0113,CLT0011,BlackRock India Fund,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-07-17,Custodian Report,Charles River,30788,28656,2132,15137200,6.922,Medium,Amber,In Progress,Americas,Equity,NBFC,2024-07-17,4,False,Data Ops Team,Trade Timing
BRK-0114,CLT0013,GIC Private Ltd Singapore,INE467B01029,TCS,Tata Consultancy Services,2024-11-16,Bloomberg AIM,Charles River,69369,63967,5402,21175840,7.786,Medium,Amber,In Progress,APAC,Equity,IT,2024-11-16,48,True,Data Ops Team,Price Variance
BRK-0115,CLT0012,Vanguard Emerging Markets,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-10-31,Broker Confirm,In-house,94594,84302,10292,37565800,10.88,High,Red,Open,Americas,Equity,Infrastructure,2024-10-31,8,False,Client Services,Trade Timing
BRK-0116,CLT0001,Tata Investment Corp,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-12-16,Custodian Report,In-house,81366,85091,3725,9126250,4.579,Medium,Amber,In Progress,APAC,Equity,Conglomerate,2024-12-16,24,False,Client Services,Manual Entry Error
BRK-0117,CLT0009,Emirates NBD Asset Mgmt,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-03-14,Custodian Report,In-house,2576,2292,284,809400,10.993,High,Red,In Progress,EMEA,Equity,Energy,2025-03-14,8,False,Client Services,Manual Entry Error
BRK-0118,CLT0013,GIC Private Ltd Singapore,INE031A01017,POWERGRID,Power Grid Corp of India,2024-06-06,Custodian Report,In-house,85401,94253,8852,2788380,10.366,High,Red,In Progress,APAC,Equity,Utilities,2024-06-06,8,False,Recon Team,Manual Entry Error
BRK-0119,CLT0009,Emirates NBD Asset Mgmt,INE467B01029,TCS,Tata Consultancy Services,2025-04-20,Bloomberg AIM,Simcorp,66646,64307,2339,9168880,3.509,Medium,Amber,Resolved,EMEA,Equity,IT,2025-04-20,24,False,Data Ops Team,Trade Timing
BRK-0120,CLT0004,HDFC Pension Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2025-03-31,Broker Confirm,Simcorp,79298,85823,6525,9069750,8.229,High,Red,Open,APAC,Equity,Telecom,2025-03-31,8,False,Escalation Desk,Corporate Action
BRK-0121,CLT0006,LIC of India,INE414G01012,ADANIENT,Adani Enterprises Ltd,2025-03-07,Bloomberg AIM,Charles River,42816,44711,1895,4642750,4.427,Medium,Amber,In Progress,APAC,Equity,Conglomerate,2025-03-07,8,False,Data Ops Team,System Sync Delay
BRK-0122,CLT0013,GIC Private Ltd Singapore,INE040A01034,HDFCBANK,HDFC Bank Ltd,2025-02-04,Bloomberg AIM,In-house,66847,57033,9814,15898680,14.68,High,Red,Open,APAC,Equity,Banking,2025-02-04,24,False,Recon Team,Price Variance
BRK-0123,CLT0008,Nippon India MF,INE075A01022,WIPRO,Wipro Ltd,2025-01-18,Custodian Report,Charles River,47234,43100,4134,2149680,8.75,High,Red,In Progress,APAC,Equity,IT,2025-01-18,48,False,Data Ops Team,Corporate Action
BRK-0124,CLT0002,Aditya Birla Capital,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-03-26,Custodian Report,In-house,91819,95071,3252,878040,3.542,Medium,Amber,Open,APAC,Equity,Energy,2025-03-26,8,False,Escalation Desk,Trade Timing
BRK-0125,CLT0006,LIC of India,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-10-06,Bloomberg AIM,In-house,67102,72022,4920,6100800,7.333,Medium,Amber,Open,APAC,Equity,Banking,2024-10-06,48,False,Client Services,Price Variance
BRK-0126,CLT0002,Aditya Birla Capital,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-12-08,Broker Confirm,In-house,14863,16695,1832,2894560,12.33,High,Red,Resolved,APAC,Equity,IT,2024-12-08,48,True,Escalation Desk,Price Variance
BRK-0127,CLT0001,Tata Investment Corp,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-11-08,Bloomberg AIM,Simcorp,49106,49509,403,265980,0.821,Low,Green,Open,APAC,Equity,Metals,2024-11-08,4,False,Data Ops Team,Price Variance
BRK-0128,CLT0012,Vanguard Emerging Markets,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-06-20,Bloomberg AIM,Charles River,12123,13597,1474,3611300,12.164,High,Red,Resolved,Americas,Equity,Conglomerate,2024-06-20,4,True,Recon Team,System Sync Delay
BRK-0129,CLT0002,Aditya Birla Capital,INE001A01036,SBIN,State Bank of India,2024-09-22,Broker Confirm,In-house,61790,55879,5911,4610580,9.565,High,Red,Open,APAC,Equity,Banking,2024-09-22,8,False,Escalation Desk,Price Variance
BRK-0130,CLT0007,ICICI Prudential AMC,INE585B01010,AXISBANK,Axis Bank Ltd,2024-08-15,Custodian Report,In-house,5900,6536,636,667800,10.793,High,Red,In Progress,APAC,Equity,Banking,2024-08-15,24,False,Recon Team,Price Variance
BRK-0131,CLT0005,Kotak Mahindra AMC,INE009A01021,INFY,Infosys Ltd,2024-08-25,Bloomberg AIM,Charles River,99596,105687,6091,9014680,6.116,Medium,Amber,In Progress,APAC,Equity,IT,2024-08-25,48,True,Escalation Desk,Trade Timing
BRK-0132,CLT0008,Nippon India MF,INE467B01029,TCS,Tata Consultancy Services,2024-12-24,Broker Confirm,In-house,89406,87570,1836,7197120,2.053,Low,Green,Open,APAC,Equity,IT,2024-12-24,4,False,Client Services,Manual Entry Error
BRK-0133,CLT0008,Nippon India MF,INE361B01024,HCLTECH,HCL Technologies Ltd,2025-01-18,Bloomberg AIM,Charles River,77789,81202,3413,5392540,4.388,Medium,Amber,Open,APAC,Equity,IT,2025-01-18,8,False,Recon Team,Manual Entry Error
BRK-0134,CLT0001,Tata Investment Corp,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-10-24,Broker Confirm,In-house,61767,52706,9061,14316380,14.669,High,Red,In Progress,APAC,Equity,IT,2024-10-24,8,False,Recon Team,Trade Timing
BRK-0135,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-05-26,Broker Confirm,Charles River,98444,111995,13551,8943660,13.766,High,Red,Resolved,APAC,Equity,Metals,2025-05-26,8,True,Client Services,Corporate Action
BRK-0136,CLT0005,Kotak Mahindra AMC,INE075A01022,WIPRO,Wipro Ltd,2024-11-28,Custodian Report,In-house,8256,7244,1012,526240,12.251,High,Red,Open,APAC,Equity,IT,2024-11-28,4,False,Client Services,Manual Entry Error
BRK-0137,CLT0004,HDFC Pension Fund,INE040A01034,HDFCBANK,HDFC Bank Ltd,2025-04-08,Custodian Report,Simcorp,60220,67554,7334,11881080,12.18,High,Red,Resolved,APAC,Equity,Banking,2025-04-08,8,False,Client Services,Trade Timing
BRK-0138,CLT0002,Aditya Birla Capital,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-10-09,Custodian Report,In-house,62828,66368,3540,45312000,5.635,Medium,Amber,In Progress,APAC,Equity,Auto,2024-10-09,4,False,Recon Team,Price Variance
BRK-0139,CLT0001,Tata Investment Corp,INE414G01012,ADANIENT,Adani Enterprises Ltd,2025-01-06,Bloomberg AIM,In-house,8218,8034,184,450800,2.228,Low,Green,In Progress,APAC,Equity,Conglomerate,2025-01-06,4,False,Recon Team,Trade Timing
BRK-0140,CLT0010,Abu Dhabi Investment Auth,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-10-22,Broker Confirm,Charles River,90267,97147,6880,48848000,7.623,Medium,Amber,Escalated,EMEA,Equity,NBFC,2024-10-22,24,False,Recon Team,System Sync Delay
BRK-0141,CLT0011,BlackRock India Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2025-01-17,Broker Confirm,Charles River,91029,81993,9036,115660800,9.925,High,Red,Escalated,Americas,Equity,Auto,2025-01-17,48,False,Escalation Desk,Manual Entry Error
BRK-0142,CLT0011,BlackRock India Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-01-19,Broker Confirm,Simcorp,88741,90508,1767,2968560,1.992,Low,Green,Open,Americas,Equity,Pharma,2025-01-19,4,False,Client Services,Price Variance
BRK-0143,CLT0003,SBI Life Insurance,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-08-29,Bloomberg AIM,Charles River,95385,98815,3430,12519500,3.597,Medium,Amber,In Progress,APAC,Equity,Infrastructure,2024-08-29,24,False,Data Ops Team,Manual Entry Error
BRK-0144,CLT0003,SBI Life Insurance,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-05-02,Broker Confirm,Charles River,27151,23092,4059,5033160,14.95,High,Red,Open,APAC,Equity,Banking,2025-05-02,8,False,Client Services,System Sync Delay
BRK-0145,CLT0012,Vanguard Emerging Markets,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-11-23,Broker Confirm,Simcorp,65778,62718,3060,4253400,4.651,Medium,Amber,Open,Americas,Equity,Telecom,2024-11-23,4,True,Client Services,Trade Timing
BRK-0146,CLT0003,SBI Life Insurance,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-11-11,Custodian Report,Simcorp,45071,46975,1904,2360960,4.225,Medium,Amber,Resolved,APAC,Equity,Banking,2024-11-11,4,False,Data Ops Team,Manual Entry Error
BRK-0147,CLT0013,GIC Private Ltd Singapore,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-12-09,Custodian Report,Simcorp,75856,86307,10451,17557680,13.778,High,Red,In Progress,APAC,Equity,Pharma,2024-12-09,4,False,Client Services,Trade Timing
BRK-0148,CLT0014,Temasek Holdings,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-08-17,Custodian Report,Charles River,23405,22192,1213,1504120,5.18,Medium,Amber,Resolved,APAC,Equity,Banking,2024-08-17,4,False,Recon Team,Price Variance
BRK-0149,CLT0011,BlackRock India Fund,INE020B01018,NTPC,NTPC Ltd,2024-10-27,Broker Confirm,Simcorp,98048,87701,10347,3724920,10.552,High,Red,In Progress,Americas,Equity,Utilities,2024-10-27,4,False,Escalation Desk,Trade Timing
BRK-0150,CLT0013,GIC Private Ltd Singapore,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-03-09,Broker Confirm,Charles River,46169,47336,1167,8285700,2.529,Low,Green,Open,APAC,Equity,NBFC,2025-03-09,48,False,Escalation Desk,System Sync Delay
BRK-0151,CLT0001,Tata Investment Corp,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-01-03,Custodian Report,In-house,22434,19659,2775,19702500,12.368,High,Red,Resolved,APAC,Equity,NBFC,2025-01-03,48,False,Recon Team,Manual Entry Error
BRK-0152,CLT0002,Aditya Birla Capital,INE361B01024,HCLTECH,HCL Technologies Ltd,2025-03-09,Broker Confirm,In-house,73102,63967,9135,14433300,12.496,High,Red,Resolved,APAC,Equity,IT,2025-03-09,24,False,Recon Team,Corporate Action
BRK-0153,CLT0009,Emirates NBD Asset Mgmt,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-09-29,Broker Confirm,Charles River,53457,57946,4489,5566360,8.398,High,Red,In Progress,EMEA,Equity,Banking,2024-09-29,24,True,Recon Team,Manual Entry Error
BRK-0154,CLT0007,ICICI Prudential AMC,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2025-03-04,Broker Confirm,In-house,58436,56322,2114,2938460,3.617,Medium,Amber,In Progress,APAC,Equity,Telecom,2025-03-04,4,False,Recon Team,System Sync Delay
BRK-0155,CLT0014,Temasek Holdings,INE154A01025,ITC,ITC Ltd,2024-06-22,Bloomberg AIM,Charles River,65578,72445,6867,3193155,10.473,High,Red,Open,APAC,Equity,FMCG,2024-06-22,4,False,Escalation Desk,Trade Timing
BRK-0156,CLT0012,Vanguard Emerging Markets,INE467B01029,TCS,Tata Consultancy Services,2025-02-16,Custodian Report,Simcorp,9536,9489,47,184240,0.493,Low,Green,Open,Americas,Equity,IT,2025-02-16,24,False,Recon Team,Price Variance
BRK-0157,CLT0014,Temasek Holdings,INE585B01010,AXISBANK,Axis Bank Ltd,2024-06-10,Broker Confirm,Simcorp,68859,69967,1108,1163400,1.61,Low,Green,In Progress,APAC,Equity,Banking,2024-06-10,4,False,Escalation Desk,Manual Entry Error
BRK-0158,CLT0005,Kotak Mahindra AMC,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-07-25,Bloomberg AIM,Simcorp,57522,58325,803,1268740,1.397,Low,Green,Open,APAC,Equity,IT,2024-07-25,4,False,Escalation Desk,Corporate Action
BRK-0159,CLT0011,BlackRock India Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,2025-05-11,Bloomberg AIM,Charles River,27590,30656,3066,7511700,11.113,High,Red,In Progress,Americas,Equity,Conglomerate,2025-05-11,4,False,Client Services,Corporate Action
BRK-0160,CLT0004,HDFC Pension Fund,INE031A01017,POWERGRID,Power Grid Corp of India,2024-07-24,Bloomberg AIM,Simcorp,10537,9526,1011,318465,9.586,High,Red,Resolved,APAC,Equity,Utilities,2024-07-24,48,False,Escalation Desk,Corporate Action
BRK-0161,CLT0008,Nippon India MF,INE020B01018,NTPC,NTPC Ltd,2024-12-13,Bloomberg AIM,Charles River,58892,60324,1432,515520,2.432,Low,Green,Resolved,APAC,Equity,Utilities,2024-12-13,24,False,Client Services,Price Variance
BRK-0162,CLT0004,HDFC Pension Fund,INE001A01036,SBIN,State Bank of India,2025-01-29,Custodian Report,In-house,34476,36357,1881,1467180,5.457,Medium,Amber,In Progress,APAC,Equity,Banking,2025-01-29,8,False,Recon Team,System Sync Delay
BRK-0163,CLT0006,LIC of India,INE154A01025,ITC,ITC Ltd,2024-07-25,Custodian Report,In-house,76428,72390,4038,1877670,5.283,Medium,Amber,In Progress,APAC,Equity,FMCG,2024-07-25,48,False,Recon Team,System Sync Delay
BRK-0164,CLT0001,Tata Investment Corp,INE001A01036,SBIN,State Bank of India,2025-05-11,Bloomberg AIM,Simcorp,14877,14184,693,540540,4.657,Medium,Amber,Open,APAC,Equity,Banking,2025-05-11,4,False,Escalation Desk,Manual Entry Error
BRK-0165,CLT0006,LIC of India,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2025-04-19,Broker Confirm,Charles River,92950,99638,6688,9296320,7.196,Medium,Amber,Resolved,APAC,Equity,Telecom,2025-04-19,4,True,Escalation Desk,Manual Entry Error
BRK-0166,CLT0015,Norges Bank Investment Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-02-02,Bloomberg AIM,Simcorp,26734,30356,3622,6084960,13.552,High,Red,Open,EMEA,Equity,Pharma,2025-02-02,4,False,Data Ops Team,System Sync Delay
BRK-0167,CLT0009,Emirates NBD Asset Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-11-20,Custodian Report,Simcorp,51446,47055,4391,7376880,8.535,High,Red,Resolved,EMEA,Equity,Pharma,2024-11-20,8,False,Escalation Desk,Price Variance
BRK-0168,CLT0012,Vanguard Emerging Markets,INE467B01029,TCS,Tata Consultancy Services,2024-11-13,Broker Confirm,Simcorp,90671,96215,5544,21732480,6.115,Medium,Amber,Open,Americas,Equity,IT,2024-11-13,4,True,Recon Team,Trade Timing
BRK-0169,CLT0002,Aditya Birla Capital,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-04-26,Broker Confirm,Charles River,20542,19716,826,5864600,4.019,Medium,Amber,In Progress,APAC,Equity,NBFC,2025-04-26,4,True,Client Services,Price Variance
BRK-0170,CLT0002,Aditya Birla Capital,INE031A01017,POWERGRID,Power Grid Corp of India,2024-11-01,Custodian Report,In-house,48168,53852,5684,1790460,11.802,High,Red,Open,APAC,Equity,Utilities,2024-11-01,24,False,Recon Team,System Sync Delay
BRK-0171,CLT0001,Tata Investment Corp,INE075A01022,WIPRO,Wipro Ltd,2025-03-28,Custodian Report,In-house,34833,34204,629,327080,1.805,Low,Green,Open,APAC,Equity,IT,2025-03-28,8,False,Client Services,Corporate Action
BRK-0172,CLT0009,Emirates NBD Asset Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-06-11,Broker Confirm,Charles River,77928,88066,10138,17031840,13.01,High,Red,Resolved,EMEA,Equity,Pharma,2024-06-11,48,False,Escalation Desk,Trade Timing
BRK-0173,CLT0001,Tata Investment Corp,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-09-19,Bloomberg AIM,In-house,67625,57492,10133,12564920,14.984,High,Red,In Progress,APAC,Equity,Banking,2024-09-19,4,False,Recon Team,Price Variance
BRK-0174,CLT0003,SBI Life Insurance,INE001A01036,SBIN,State Bank of India,2024-11-10,Bloomberg AIM,Charles River,74163,64221,9942,7754760,13.405,High,Red,Resolved,APAC,Equity,Banking,2024-11-10,48,False,Escalation Desk,Trade Timing
BRK-0175,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,2024-07-09,Broker Confirm,Simcorp,23001,21769,1232,1823360,5.353,Medium,Amber,Open,EMEA,Equity,IT,2024-07-09,24,True,Escalation Desk,Manual Entry Error
BRK-0176,CLT0013,GIC Private Ltd Singapore,INE585B01010,AXISBANK,Axis Bank Ltd,2024-12-13,Bloomberg AIM,Simcorp,54214,56100,1886,1980300,3.48,Medium,Amber,Open,APAC,Equity,Banking,2024-12-13,4,False,Client Services,Trade Timing
BRK-0177,CLT0012,Vanguard Emerging Markets,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-03-27,Bloomberg AIM,Simcorp,54596,59008,4412,16103800,8.082,High,Red,In Progress,Americas,Equity,Infrastructure,2025-03-27,8,False,Escalation Desk,Corporate Action
BRK-0178,CLT0009,Emirates NBD Asset Mgmt,INE020B01018,NTPC,NTPC Ltd,2024-06-15,Broker Confirm,Simcorp,28215,28143,72,25920,0.253,Low,Green,Open,EMEA,Equity,Utilities,2024-06-15,24,False,Escalation Desk,Price Variance
BRK-0179,CLT0011,BlackRock India Fund,INE031A01017,POWERGRID,Power Grid Corp of India,2025-05-03,Broker Confirm,In-house,64590,56385,8205,2584575,12.703,High,Red,In Progress,Americas,Equity,Utilities,2025-05-03,48,True,Recon Team,Corporate Action
BRK-0180,CLT0015,Norges Bank Investment Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-08-06,Broker Confirm,In-house,86861,83616,3245,5127100,3.735,Medium,Amber,In Progress,EMEA,Equity,IT,2024-08-06,4,False,Recon Team,Corporate Action
BRK-0181,CLT0004,HDFC Pension Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-12-11,Bloomberg AIM,In-house,93008,98789,5781,9133980,6.216,Medium,Amber,In Progress,APAC,Equity,IT,2024-12-11,8,False,Recon Team,Corporate Action
BRK-0182,CLT0014,Temasek Holdings,INE009A01021,INFY,Infosys Ltd,2024-07-01,Custodian Report,Charles River,3032,2760,272,402560,8.942,High,Red,In Progress,APAC,Equity,IT,2024-07-01,24,True,Recon Team,System Sync Delay
BRK-0183,CLT0009,Emirates NBD Asset Mgmt,INE075A01022,WIPRO,Wipro Ltd,2024-12-07,Custodian Report,Charles River,72999,65458,7541,3921320,10.329,High,Red,Open,EMEA,Equity,IT,2024-12-07,48,False,Escalation Desk,System Sync Delay
BRK-0184,CLT0010,Abu Dhabi Investment Auth,INE467B01029,TCS,Tata Consultancy Services,2025-05-01,Custodian Report,Charles River,55485,52549,2936,11509120,5.29,Medium,Amber,Open,EMEA,Equity,IT,2025-05-01,8,False,Escalation Desk,Price Variance
BRK-0185,CLT0001,Tata Investment Corp,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-09-16,Broker Confirm,Simcorp,27752,27150,602,397320,2.166,Low,Green,Open,APAC,Equity,Metals,2024-09-16,48,True,Data Ops Team,Trade Timing
BRK-0186,CLT0015,Norges Bank Investment Mgmt,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-09-16,Custodian Report,Simcorp,37933,38351,418,1024100,1.102,Low,Green,Open,EMEA,Equity,Conglomerate,2024-09-16,4,False,Escalation Desk,Trade Timing
BRK-0187,CLT0001,Tata Investment Corp,INE001A01036,SBIN,State Bank of India,2024-06-06,Broker Confirm,In-house,90519,97801,7282,5679960,8.046,High,Red,In Progress,APAC,Equity,Banking,2024-06-06,24,False,Data Ops Team,Corporate Action
BRK-0188,CLT0003,SBI Life Insurance,INE031A01017,POWERGRID,Power Grid Corp of India,2025-01-15,Custodian Report,In-house,35503,38584,3081,970515,8.678,High,Red,Open,APAC,Equity,Utilities,2025-01-15,24,True,Recon Team,Trade Timing
BRK-0189,CLT0007,ICICI Prudential AMC,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-05-16,Custodian Report,In-house,62248,63674,1426,385020,2.292,Low,Green,Open,APAC,Equity,Energy,2025-05-16,4,False,Escalation Desk,Trade Timing
BRK-0190,CLT0012,Vanguard Emerging Markets,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-08-28,Custodian Report,In-house,19313,17947,1366,1693840,7.069,Medium,Amber,Resolved,Americas,Equity,Banking,2024-08-28,4,False,Data Ops Team,Price Variance
BRK-0191,CLT0011,BlackRock India Fund,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-01-24,Custodian Report,In-house,14803,13992,811,2311350,5.475,Medium,Amber,Escalated,Americas,Equity,Energy,2025-01-24,24,False,Escalation Desk,Trade Timing
BRK-0192,CLT0001,Tata Investment Corp,INE154A01025,ITC,ITC Ltd,2024-10-04,Broker Confirm,Charles River,54378,58778,4400,2046000,8.092,High,Red,In Progress,APAC,Equity,FMCG,2024-10-04,48,False,Data Ops Team,Manual Entry Error
BRK-0193,CLT0004,HDFC Pension Fund,INE075A01022,WIPRO,Wipro Ltd,2024-09-02,Bloomberg AIM,In-house,47898,43649,4249,2209480,8.87,High,Red,In Progress,APAC,Equity,IT,2024-09-02,4,True,Escalation Desk,System Sync Delay
BRK-0194,CLT0015,Norges Bank Investment Mgmt,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-02-07,Bloomberg AIM,Charles River,14829,15645,816,220320,5.506,Medium,Amber,In Progress,EMEA,Equity,Energy,2025-02-07,48,True,Escalation Desk,System Sync Delay
BRK-0195,CLT0005,Kotak Mahindra AMC,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2025-05-03,Custodian Report,Simcorp,58435,52963,5472,70041600,9.364,High,Red,Resolved,APAC,Equity,Auto,2025-05-03,24,False,Data Ops Team,Trade Timing
BRK-0196,CLT0006,LIC of India,INE585B01010,AXISBANK,Axis Bank Ltd,2025-05-23,Custodian Report,Charles River,3506,3363,143,150150,4.068,Medium,Amber,Open,APAC,Equity,Banking,2025-05-23,4,True,Escalation Desk,Manual Entry Error
BRK-0197,CLT0010,Abu Dhabi Investment Auth,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-12-03,Broker Confirm,In-house,52507,52822,315,510300,0.6,Low,Green,In Progress,EMEA,Equity,Banking,2024-12-03,24,False,Escalation Desk,Trade Timing
BRK-0198,CLT0014,Temasek Holdings,INE154A01025,ITC,ITC Ltd,2025-04-08,Custodian Report,In-house,23705,21603,2102,977430,8.863,High,Red,Open,APAC,Equity,FMCG,2025-04-08,24,False,Escalation Desk,Trade Timing
BRK-0199,CLT0004,HDFC Pension Fund,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-07-06,Bloomberg AIM,Simcorp,33475,30457,3018,3742320,9.013,High,Red,Open,APAC,Equity,Banking,2024-07-06,8,True,Data Ops Team,Price Variance
BRK-0200,CLT0015,Norges Bank Investment Mgmt,INE585B01010,AXISBANK,Axis Bank Ltd,2025-01-26,Broker Confirm,Charles River,59310,52930,6380,6699000,10.757,High,Red,In Progress,EMEA,Equity,Banking,2025-01-26,4,False,Data Ops Team,Corporate Action
BRK-0201,CLT0008,Nippon India MF,INE361B01024,HCLTECH,HCL Technologies Ltd,2025-05-02,Broker Confirm,In-house,89511,88539,972,1535760,1.085,Low,Green,Open,APAC,Equity,IT,2025-05-02,8,False,Client Services,System Sync Delay
BRK-0202,CLT0013,GIC Private Ltd Singapore,INE020B01018,NTPC,NTPC Ltd,2025-01-17,Bloomberg AIM,Charles River,89736,92027,2291,824760,2.553,Low,Green,Escalated,APAC,Equity,Utilities,2025-01-17,24,False,Client Services,Trade Timing
BRK-0203,CLT0002,Aditya Birla Capital,INE414G01012,ADANIENT,Adani Enterprises Ltd,2025-01-11,Broker Confirm,Simcorp,61073,69610,8537,20915650,13.979,High,Red,In Progress,APAC,Equity,Conglomerate,2025-01-11,24,False,Escalation Desk,Corporate Action
BRK-0204,CLT0014,Temasek Holdings,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-03-22,Broker Confirm,Charles River,30048,28169,1879,2329960,6.252,Medium,Amber,Escalated,APAC,Equity,Banking,2025-03-22,8,False,Data Ops Team,Price Variance
BRK-0205,CLT0011,BlackRock India Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-07-01,Broker Confirm,Charles River,63583,56985,6598,4354680,10.376,High,Red,Escalated,Americas,Equity,Metals,2024-07-01,8,False,Recon Team,Price Variance
