record_id,client_id,client_name,client_type,region,relationship_manager,onboarding_date,aum_inr_crores,portfolio_count,kyc_status,kyc_expiry,risk_rating,status,last_reviewed,days_since_review,email,contact_phone,data_complete,validated
CLT-REC-00129,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,38106.9,20,Pending,2026-11-14,Medium,Active,2024-12-20,157,ops@blackrocki.com,+91-9705882897,True,True
CLT-REC-00130,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,4945.98,17,Verified,2027-01-12,Low,Active,2024-02-04,477,ops@vanguardem.com,+91-7854152462,True,False
CLT-REC-00131,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,18674.77,19,Verified,2027-03-17,High,Active,2024-07-03,327,ops@abudhabiin.com,+91-8636994196,True,True
CLT-REC-00132,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,21165.08,4,Pending,2025-07-22,Medium,Active,2025-01-23,123,ops@blackrocki.com,+91-8483375918,True,True
CLT-REC-00133,CLT0015,Norges Bank Investment Mgmt,Sovereign,EMEA,Erik Larsen,2018-01-17,5184.78,12,Expired,2025-05-25,Low,Active,2024-12-28,149,ops@norgesbank.com,+91-8391432452,True,True
CLT-REC-00134,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,33850.92,2,Verified,2027-02-25,Low,Active,2024-02-27,454,ops@emiratesnb.com,+91-8526844529,True,True
CLT-REC-00135,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,24262.62,6,Verified,2025-11-04,Medium,Active,2025-05-10,16,ops@blackrocki.com,+91-7076081175,True,True
CLT-REC-00136,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,27227.04,1,Pending,2026-07-05,Low,Active,2024-08-06,293,ops@gicprivate.com,+91-9615227975,True,True
CLT-REC-00137,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,39037.45,8,Verified,2027-04-14,Low,Active,2024-05-21,370,ops@hdfcpensio.com,+91-7057641649,True,True
CLT-REC-00138,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,33294.13,15,Verified,2025-07-01,High,Active,2025-05-26,0,ops@abudhabiin.com,+91-7427535475,True,True
CLT-REC-00139,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,21886.16,3,Verified,2025-06-07,Low,Active,2024-04-22,399,ops@hdfcpensio.com,+91-8158789417,True,True
CLT-REC-00140,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,16857.87,2,Verified,2025-11-24,Medium,Active,2024-07-22,308,ops@sbilifeins.com,+91-9184411246,True,True
CLT-REC-00141,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,45037.47,1,Verified,2027-05-10,Medium,Active,2024-03-01,451,ops@adityabirl.com,+91-8407043784,True,False
CLT-REC-00142,CLT0006,LIC of India,Insurance,APAC,,2016-09-30,37606.65,15,Expired,2026-12-09,Low,Active,2024-04-21,400,,,False,False
CLT-REC-00143,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,29675.5,9,Verified,2025-09-07,Medium,Active,2024-07-10,320,ops@tatainvest.com,+91-8486791224,True,True
CLT-REC-00144,CLT0015,Norges Bank Investment Mgmt,Sovereign,EMEA,Erik Larsen,2018-01-17,13255.21,6,Verified,2025-11-27,Low,Active,2024-07-20,310,ops@norgesbank.com,+91-9770060828,True,True
CLT-REC-00145,CLT0015,Norges Bank Investment Mgmt,Sovereign,EMEA,Erik Larsen,2018-01-17,10355.54,1,Verified,2026-10-05,High,Active,2024-11-05,202,ops@norgesbank.com,+91-9732553064,True,False
CLT-REC-00146,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,20294.89,3,Verified,2025-09-16,Medium,Active,2024-08-11,288,ops@hdfcpensio.com,+91-8814837899,True,True
CLT-REC-00147,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,47417.29,9,Verified,2027-02-25,Low,Active,2025-05-10,16,ops@tatainvest.com,+91-7051355491,True,True
CLT-REC-00148,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,42014.78,15,Pending,2027-05-04,High,Active,2024-05-03,388,ops@vanguardem.com,+91-7057279806,True,True
CLT-REC-00149,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,41333.48,16,Verified,2026-04-08,Low,Active,2025-03-05,82,ops@temasekhol.com,+91-7850674183,True,True
CLT-REC-00150,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,17856.98,15,Verified,2025-12-06,Medium,Active,2024-09-05,263,ops@blackrocki.com,+91-7169198046,True,True
CLT-REC-00151,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,10360.68,13,Pending,2025-11-21,Medium,Active,2024-02-16,465,ops@blackrocki.com,+91-7912947244,False,True
CLT-REC-00152,CLT0006,LIC of India,Insurance,APAC,,2016-09-30,15986.55,8,Verified,2027-05-04,Medium,Active,2024-01-23,489,,,False,True
CLT-REC-00153,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,12197.47,16,Verified,2026-02-14,Medium,Active,2025-02-08,107,ops@gicprivate.com,+91-9922454368,True,False
CLT-REC-00154,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,40711.84,6,Verified,2025-12-28,Low,Active,2025-02-26,89,ops@blackrocki.com,+91-8052323969,True,True
CLT-REC-00155,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,39326.57,1,Verified,2025-12-23,Low,Active,2025-03-19,68,ops@blackrocki.com,+91-7551374699,True,True
CLT-REC-00156,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,7180.52,17,Verified,2025-09-06,Low,Active,2025-04-06,50,ops@abudhabiin.com,+91-9595245108,True,True
CLT-REC-00157,CLT0001,Tata Investment Corp,Institutional,APAC,,2019-03-15,16849.58,3,Verified,2025-11-02,High,Active,2025-05-15,11,,,False,True
CLT-REC-00158,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,49199.42,19,Verified,2026-12-06,Medium,Active,2024-09-27,241,ops@blackrocki.com,+91-8511710123,True,True
CLT-REC-00159,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,31766.03,9,Pending,2026-04-24,High,Active,2025-01-01,145,ops@temasekhol.com,+91-9896173413,True,False
CLT-REC-00160,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,3670.65,2,Verified,2026-12-24,Low,Active,2025-03-28,59,ops@blackrocki.com,+91-9408647727,False,True
CLT-REC-00161,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,10994.89,10,Verified,2025-12-04,Low,Active,2024-04-19,402,ops@sbilifeins.com,+91-7400925972,True,True
CLT-REC-00162,CLT0015,Norges Bank Investment Mgmt,Sovereign,EMEA,Erik Larsen,2018-01-17,44259.07,2,Verified,2025-10-12,High,Active,2024-02-08,473,ops@norgesbank.com,+91-8420984414,True,True
CLT-REC-00163,CLT0004,HDFC Pension Fund,Pension Fund,APAC,,2017-11-05,30013.55,1,Verified,2026-09-23,Medium,Active,2024-05-12,379,,,False,True
CLT-REC-00164,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,18099.67,2,Verified,2027-04-07,Low,Active,2025-04-08,48,ops@tatainvest.com,+91-8398375770,True,True
CLT-REC-00165,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,849.29,6,Verified,2027-02-08,Low,Active,2025-03-18,69,ops@abudhabiin.com,+91-8141066996,True,True
CLT-REC-00166,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,24925.52,8,Verified,2025-12-15,Medium,Active,2024-08-24,275,ops@nipponindi.com,+91-9645084460,True,True
CLT-REC-00167,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,2231.55,19,Expired,2026-09-09,Medium,Active,2024-01-15,497,ops@nipponindi.com,+91-7985032368,True,False
CLT-REC-00168,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,23166.07,8,Verified,2026-05-26,Medium,Active,2024-05-20,371,ops@blackrocki.com,+91-8111383156,True,True
CLT-REC-00169,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,14076.12,1,Verified,2026-09-18,Medium,Active,2024-04-06,415,ops@adityabirl.com,+91-8687799422,True,True
CLT-REC-00170,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,12786.52,10,Verified,2025-12-22,High,Active,2024-11-12,195,ops@kotakmahin.com,,False,True
CLT-REC-00171,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,8506.96,20,Verified,2027-04-23,Low,Active,2024-11-12,195,ops@nipponindi.com,+91-8984076189,True,True
CLT-REC-00172,CLT0015,Norges Bank Investment Mgmt,Sovereign,EMEA,Erik Larsen,2018-01-17,27016.5,10,Verified,2026-10-27,High,Active,2024-07-10,320,ops@norgesbank.com,+91-9696187559,True,True
CLT-REC-00173,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,20873.73,8,Verified,2025-10-30,High,Active,2025-01-10,136,ops@gicprivate.com,+91-9341129974,True,True
CLT-REC-00174,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,2918.11,10,Verified,2026-06-13,Medium,Active,2024-02-22,459,ops@sbilifeins.com,,False,False
CLT-REC-00175,CLT0015,Norges Bank Investment Mgmt,Sovereign,EMEA,Erik Larsen,2018-01-17,35600.52,12,Verified,2026-06-15,Medium,Active,2025-01-03,143,ops@norgesbank.com,+91-9320930515,True,False
CLT-REC-00176,CLT0014,Temasek Holdings,Sovereign,APAC,,2016-10-08,46600.73,17,Verified,2025-12-26,High,Active,2024-05-18,373,,,False,True
CLT-REC-00177,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,8650.62,8,Verified,2026-05-02,High,Active,2024-10-13,225,ops@tatainvest.com,+91-8138446404,True,True
CLT-REC-00178,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,28974.92,2,Pending,2026-11-12,Low,Active,2025-02-25,90,ops@vanguardem.com,+91-7977081887,True,True
CLT-REC-00179,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,43097.32,5,Verified,2026-02-14,Medium,Active,2025-01-28,118,ops@iciciprude.com,+91-7788699343,True,False
CLT-REC-00180,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,18564.06,16,Verified,2025-09-04,Low,Active,2024-05-04,387,ops@licofindia.com,+91-8451744476,True,True
CLT-REC-00181,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,7038.8,9,Expired,2026-11-09,Medium,Active,2025-05-06,20,ops@temasekhol.com,+91-8955777362,False,False
CLT-REC-00182,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,44492.45,19,Verified,2026-02-04,Medium,Active,2024-02-13,468,ops@blackrocki.com,+91-7423598081,True,True
CLT-REC-00183,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,21239.51,17,Verified,2026-02-17,Medium,Active,2024-02-27,454,ops@licofindia.com,+91-9924520568,True,True
CLT-REC-00184,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,734.87,3,Verified,2026-05-25,Low,Active,2024-11-10,197,ops@vanguardem.com,+91-7659224866,True,True
CLT-REC-00185,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,1657.13,15,Verified,2025-08-14,Low,Active,2024-02-25,456,ops@nipponindi.com,+91-8842325042,True,False
CLT-REC-00186,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,38937.08,5,Expired,2027-03-16,High,Active,2024-05-28,363,,,False,True
CLT-REC-00187,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,3567.01,18,Verified,2025-08-05,Medium,Active,2024-01-17,495,ops@abudhabiin.com,+91-9255260665,True,True
CLT-REC-00188,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,34486.06,11,Verified,2027-04-12,Low,Active,2025-01-31,115,ops@blackrocki.com,+91-7774349685,True,True
CLT-REC-00189,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,30128.01,2,Verified,2027-01-21,Low,Active,2024-05-27,364,ops@vanguardem.com,+91-8072283812,True,True
CLT-REC-00190,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,23963.11,6,Verified,2027-01-25,Medium,Active,2024-05-02,389,ops@sbilifeins.com,+91-7619563284,True,True
CLT-REC-00191,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,26098.21,5,Verified,2027-03-02,High,Active,2025-03-30,57,ops@emiratesnb.com,+91-8746190447,True,True
CLT-REC-00192,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,35553.31,19,Verified,2026-11-16,Medium,Active,2025-02-25,90,ops@iciciprude.com,+91-7962719717,True,True
CLT-REC-00193,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,17037.86,15,Expired,2025-07-17,High,Active,2024-12-23,154,ops@nipponindi.com,+91-9664536213,True,False
CLT-REC-00194,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,26742.99,15,Verified,2026-07-13,Low,Active,2024-04-26,395,ops@vanguardem.com,+91-7934812125,True,True
CLT-REC-00195,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,47560.01,5,Verified,2026-07-23,High,Active,2024-09-24,244,ops@emiratesnb.com,+91-7909240861,True,True
CLT-REC-00196,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,12099.95,3,Verified,2027-02-28,High,Active,2024-04-22,399,ops@iciciprude.com,+91-9643489939,True,True
CLT-REC-00197,CLT0005,Kotak Mahindra AMC,AMC,APAC,,2021-04-18,7102.93,6,Expired,2026-10-29,Low,Active,2025-02-05,110,,,False,False
CLT-REC-00198,CLT0012,Vanguard Emerging Markets,AMC,Americas,,2019-07-15,31643.61,19,Expired,2026-03-21,High,Active,2024-11-10,197,,,False,True
CLT-REC-00199,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,4910.52,8,Expired,2025-09-19,Medium,Active,2024-10-12,226,ops@sbilifeins.com,+91-8475555553,True,True
CLT-REC-00200,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,12386.81,3,Verified,2027-03-26,Low,Active,2024-05-12,379,ops@vanguardem.com,+91-8157815397,True,True
CLT-REC-00201,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,17461.43,9,Expired,2026-04-11,High,Active,2024-05-31,360,ops@gicprivate.com,+91-9942751940,True,True
CLT-REC-00202,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,27322.55,5,Verified,2025-06-22,High,Active,2024-08-11,288,ops@kotakmahin.com,+91-8641811994,True,False
CLT-REC-00203,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,48904.68,12,Verified,2025-11-09,Medium,Active,2024-05-09,382,ops@abudhabiin.com,+91-9977301801,True,True
CLT-REC-00204,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,36042.75,18,Verified,2026-12-10,Medium,Active,2024-05-20,371,ops@licofindia.com,+91-7654286295,True,True
CLT-REC-00205,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,22404.86,14,Verified,2026-09-01,High,Active,2024-05-18,373,ops@licofindia.com,+91-9787435307,True,True
CLT-REC-00206,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,14927.22,8,Verified,2027-01-13,Low,Active,2025-02-09,106,ops@abudhabiin.com,+91-9116078127,True,False
CLT-REC-00207,CLT0011,BlackRock India Fund,Hedge Fund,Americas,,2020-02-28,15967.83,6,Verified,2025-07-06,Medium,Active,2024-05-14,377,,,False,False
CLT-REC-00208,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,38264.52,3,Expired,2025-08-11,Medium,Active,2024-06-04,356,ops@nipponindi.com,+91-7255023916,True,True
CLT-REC-00209,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,1160.08,1,Verified,2026-08-22,Low,Active,2025-02-06,109,ops@sbilifeins.com,+91-9067579588,True,True
CLT-REC-00210,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,45389.81,6,Verified,2025-05-31,High,Active,2024-10-22,216,ops@tatainvest.com,+91-9469521887,True,True
CLT-REC-00211,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,5079.42,20,Pending,2027-01-18,Medium,Active,2024-04-29,392,ops@adityabirl.com,+91-7526934262,True,True
CLT-REC-00212,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,17578.6,13,Verified,2025-07-27,Medium,Active,2024-07-06,324,ops@emiratesnb.com,+91-8750438595,True,True
CLT-REC-00213,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,13997.65,13,Verified,2026-04-07,High,Active,2025-02-12,103,ops@emiratesnb.com,+91-7076513653,True,True
CLT-REC-00214,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,760.49,14,Expired,2025-10-06,High,Active,2025-01-31,115,ops@licofindia.com,+91-8504329380,True,True
CLT-REC-00215,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,41095.43,20,Verified,2027-01-30,Low,Active,2025-05-14,12,ops@temasekhol.com,+91-9270277098,True,False
CLT-REC-00216,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,40858.46,7,Pending,2026-06-20,Low,Active,2024-03-16,436,ops@nipponindi.com,+91-8506418456,True,True
CLT-REC-00217,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,12559.7,4,Verified,2025-09-17,High,Active,2024-08-26,273,ops@hdfcpensio.com,+91-9100468813,True,True
CLT-REC-00218,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,16341.1,16,Pending,2026-10-19,Low,Active,2024-10-19,219,ops@iciciprude.com,+91-9453157874,True,True
CLT-REC-00219,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,42500.98,16,Verified,2025-07-26,Low,Active,2024-10-12,226,ops@abudhabiin.com,+91-8026742096,True,True
CLT-REC-00220,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,29600.08,4,Verified,2026-10-03,Medium,Active,2025-05-01,25,ops@hdfcpensio.com,+91-7006356352,True,True
CLT-REC-00221,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,39132.09,9,Verified,2025-05-02,High,Active,2024-02-23,458,ops@nipponindi.com,+91-7900974151,True,True
CLT-REC-00222,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,22285.58,3,Verified,2025-05-08,Medium,Active,2025-05-07,19,ops@vanguardem.com,+91-9516297402,True,True
CLT-REC-00223,CLT0007,ICICI Prudential AMC,AMC,APAC,,2019-12-01,14568.42,18,Verified,2026-04-16,Medium,Active,2024-12-18,159,,,False,True
CLT-REC-00224,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,5790.3,10,Verified,2026-02-17,Low,Active,2024-12-11,166,ops@temasekhol.com,+91-8045835741,True,False
CLT-REC-00225,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,16141.53,6,Verified,2027-03-03,Medium,Active,2024-05-12,379,ops@emiratesnb.com,+91-8474580909,True,True
CLT-REC-00226,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,26999.91,2,Expired,2026-05-23,Low,Active,2024-09-08,260,ops@hdfcpensio.com,+91-9127307920,True,True
CLT-REC-00227,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,14480.56,7,Verified,2025-07-23,Low,Active,2024-02-15,466,ops@abudhabiin.com,+91-7044298882,True,True
CLT-REC-00228,CLT0002,Aditya Birla Capital,Institutional,APAC,,2018-07-22,1883.04,13,Verified,2025-04-30,High,Active,2024-12-26,151,,,False,True
CLT-REC-00229,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,43152.7,14,Verified,2026-08-31,Low,Active,2024-04-25,396,ops@iciciprude.com,+91-7967953284,True,True
CLT-REC-00230,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,3140.55,20,Verified,2026-02-05,High,Active,2024-07-05,325,ops@gicprivate.com,+91-9257556581,True,True
CLT-REC-00231,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,44077.77,19,Expired,2026-10-01,High,Active,2024-12-23,154,ops@adityabirl.com,+91-8200201230,True,True
CLT-REC-00232,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,33749.26,9,Pending,2027-01-02,Low,Active,2024-08-13,286,ops@hdfcpensio.com,+91-9700708191,True,False
CLT-REC-00233,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,2257.92,8,Verified,2025-10-01,Low,Active,2025-03-13,74,ops@blackrocki.com,+91-9935483815,True,True
CLT-REC-00234,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,9544.14,12,Verified,2026-03-16,Medium,Active,2024-06-18,342,ops@emiratesnb.com,+91-9916851920,True,True
CLT-REC-00235,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,16993.25,5,Verified,2026-03-16,Low,Active,2024-02-08,473,ops@sbilifeins.com,+91-9794663345,True,True
CLT-REC-00236,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,8006.01,14,Verified,2026-04-29,Medium,Active,2025-03-30,57,ops@emiratesnb.com,+91-9131596940,True,True
CLT-REC-00237,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,27565.12,17,Verified,2025-11-06,Low,Active,2025-04-21,35,ops@vanguardem.com,+91-9200668497,True,True
CLT-REC-00238,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,30346.78,5,Verified,2025-06-05,Medium,Active,2024-08-03,296,ops@temasekhol.com,+91-8826028264,True,True
CLT-REC-00239,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,18012.27,10,Verified,2026-12-17,Low,Active,2025-01-19,127,ops@abudhabiin.com,+91-8721022453,True,True
CLT-REC-00240,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,37589.82,19,Verified,2026-09-14,Medium,Active,2025-03-17,70,ops@temasekhol.com,+91-7035309194,True,True
CLT-REC-00241,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,32581.46,9,Verified,2026-11-18,High,Active,2024-11-01,206,ops@emiratesnb.com,+91-7010492280,False,True
CLT-REC-00242,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,48220.73,1,Verified,2026-04-30,High,Active,2024-12-27,150,ops@temasekhol.com,+91-9288672445,True,True
CLT-REC-00243,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,32806.62,18,Verified,2025-10-31,Medium,Active,2024-11-24,183,ops@blackrocki.com,+91-8410326108,True,True
CLT-REC-00244,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,49896.32,15,Expired,2026-02-28,Low,Active,2024-03-05,447,ops@kotakmahin.com,+91-8938130865,True,True
CLT-REC-00245,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,9752.4,12,Verified,2026-12-01,High,Active,2024-07-21,309,ops@adityabirl.com,+91-7504974205,True,False
CLT-REC-00246,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,32412.33,12,Verified,2027-03-17,High,Active,2024-08-24,275,ops@iciciprude.com,+91-8748163097,True,True
CLT-REC-00247,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,3061.4,6,Verified,2026-12-12,Low,Active,2025-03-13,74,ops@abudhabiin.com,+91-8108682080,True,True
CLT-REC-00248,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,3913.43,8,Expired,2026-03-12,High,Active,2024-01-08,504,ops@blackrocki.com,+91-9405510001,True,True
CLT-REC-00249,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,12174.33,6,Verified,2026-03-06,Medium,Active,2024-10-24,214,ops@adityabirl.com,+91-9131630170,True,True
CLT-REC-00250,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,16089.83,12,Verified,2025-10-04,Low,Active,2024-07-06,324,ops@temasekhol.com,+91-9392092628,True,True
CLT-REC-00251,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,43797.24,17,Verified,2025-06-15,Medium,Active,2024-08-15,284,ops@abudhabiin.com,+91-7662239176,True,True
CLT-REC-00252,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,5382.15,2,Verified,2026-08-07,Low,Active,2024-05-18,373,ops@emiratesnb.com,+91-8443911139,True,True
CLT-REC-00253,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,42512.16,15,Verified,2026-03-03,Medium,Active,2024-12-26,151,ops@adityabirl.com,+91-7363236867,True,True
CLT-REC-00254,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,37900.19,1,Verified,2026-04-08,High,Active,2024-10-12,226,ops@emiratesnb.com,+91-8392718362,True,True
CLT-REC-00255,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,45098.58,7,Verified,2025-12-07,High,Active,2024-11-29,178,ops@emiratesnb.com,+91-9097285832,True,True
CLT-REC-00256,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,27406.33,12,Verified,2027-03-06,Medium,Active,2024-01-08,504,ops@blackrocki.com,+91-7676214208,True,True
CLT-REC-00257,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,13659.48,8,Pending,2026-03-16,Low,Active,2024-04-22,399,ops@licofindia.com,+91-9454808221,True,True
